"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7852","PRISM.7875","PRISM.7897","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8264","PRISM.8275","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8758","PRISM.8778","PRISM.8783","PRISM.8785","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"C36:4 PC-B",1512.26,512.29,3716.93,21.9432,0,0,30.5309,0,4600.62,103.826,3884.05,75.9363,216.509,224.631,31.0454,65.7576,0,942.316,0,30.1586,34.7475,0,0,0,0,69.6335,0,0,227.763,0,21.5948,0,135.516,0,0,0,10.1083,11.368,21.1713,29.1459,0,14.9687,3750.84,2399.59,15.9753,8341.56,0,299.642,0,55.6009,8475.28,38.1702,30.0918,0,255.097,0,132.988,68.4873,131.204,187.074,0,339.429,0,0,3993.63,0,40.6423,0,3668.69,19.4033,54.6932,0,0,2611.37,248.327,92.2068,0,161.677,18.0447,0,43.1899,0,0,0,0,0,0,19.0522,22.5742,946.911,14348.4,2285.29,211.962,0,0,0,0,0,0,0,0,15.5398,78.0861,0,44.0608,0,11.4564,48.262,0,52.5766,0,4294.91,0,117.567,0,453.976,0,0,0,0,2930.07,0,3874.08,50.6686,0,1927.64,0,4556.41,38.949,0,442.34,0,0,35.4769,38.0693,269.757,10673.3,0,18.075,0,214.648,32.5855,0,43.1469,0,42.2913,0,85.6823,182.5,0,3479.96,794.604,0,0,51.4967,17.0828,33.3707,247.841,19.9892,199.568,651.703,9.63701,0,28.6855
"C36:5 PC plasmalogen-A",131.458,271.101,57.3461,114.772,469.962,0,3004.18,0,549.661,32.5193,18.4383,55.2458,171.932,619.166,25.9886,197.668,67.6685,256.448,30.1206,1928.65,0,19.4774,398.479,136.869,0,824.087,0,0,78.668,0,0,0,166.523,31.1602,0,0,0,65.8094,0,34.2089,0,96.8019,68.6585,31.8793,13.6123,41.7265,0,59.2945,0,0,139.021,94.4087,75.9105,95.8774,16.9839,25.0673,34.9354,99.884,62.3767,1171.92,40.8843,232.728,55.1734,0,0,44.4571,2104.76,0,233.063,33.4403,31.7242,934.609,53.0044,29.9171,33.5876,0,0,42.4457,920.671,72.5241,0,79.2372,300.562,0,17.3367,0,74.1837,22.7828,0,0,471.953,54.2118,28.9703,0,998.318,26.6912,0,0,0,0,43.8686,0,244.403,57.4933,218.28,0,27.4413,57.1929,38.8639,0,182.974,27.1414,0,26.861,26.5101,0,0,0,1194.88,484.455,63.4451,1334.2,78.9514,123.528,38.5529,33.4623,0,0,68.4523,21.6401,35.5991,0,1532.08,0,0,38.0777,66.6263,0,509.821,1887.96,75.5755,217.01,365.703,0,0,0,0,118.087,2657.65,0,41.9133,68.9394,27.8936,53.3752,282.404,31.0846,73.9208,1643.48,0,58.9347,0,0,792.531,0
"C36:5 PC plasmalogen-B",358.619,1195.98,304.345,668.695,863.043,18.1793,6547.07,44.707,1829.5,61.7865,84.0075,442.323,1012.16,2015.13,159.119,408.216,523.525,1032.43,28.031,4119.25,0,66.2528,1268.96,773.095,0,2241.95,80.3361,44.2564,573.376,0,0,64.6207,763.309,97.5986,16.7421,0,69.1355,200.541,0,72.3754,43.6056,397.004,496.413,61.2444,47.41,188.998,62.5262,668.057,20.8793,102.821,680.5,714.567,8.60103,254.955,104.951,58.4037,142.528,1332.75,58.5094,2708.97,757.103,982.01,187.073,0,49.6509,47.5259,4904.06,0,1088.08,47.0527,141.197,1724.58,142.862,140.429,119.937,120.651,0,345.305,2419.18,140.634,120.81,370.037,1065.97,0,63.9359,0,0,78.616,37.2081,0,2065.21,1690.59,162.479,81.2356,3069.78,168.018,0,71.5907,0,0,0,47.0352,1086.6,295.904,1225.67,0,63.3808,349.922,244.074,49.7236,454.781,62.879,0,102.079,326.265,61.2532,0,0,3138.89,1536.11,599.6,3392.44,381.298,267.045,102.806,62.6499,0,101.915,250.451,242.845,51.4075,94.9813,3074.49,0,0,124.053,275.059,0,1387.46,4563.5,337.883,725.41,832.742,8.78148,0,35.6098,0,1500.26,4567.5,0,183.688,146.562,76.373,54.3166,942.866,120.848,227.443,3092.17,0,206.307,117.804,24.9243,1159.12,31.8652
"C38:5 DAG*",354.051,736.581,250.986,1119.09,397.227,23.2363,9431.27,56.6088,2374.84,83.5454,250.506,1369.6,1489.94,2671.64,449.933,158.94,847.898,1276.27,58.099,4192.94,14.5389,91.3345,1073.41,796.56,0,2535.21,23.2068,82.3074,1481.95,0,0,203.289,702.122,292.744,39.7816,0.0653602,162.978,278.331,0,198.057,66.5476,595.49,1038.73,65.5663,52.1045,199.616,159.23,3179.16,32.5642,248.387,832.794,2169.77,20.9172,618.623,209.649,96.2026,253.606,4091.31,31.8371,2604.09,1960.93,808.58,502.396,0,101.141,55.0478,9664.83,50.4739,1854.47,30.5712,246.362,1129.12,372.285,301.429,84.6887,498.896,237.05,2063,1856.95,331.704,124.75,562.408,2052.64,301.371,135.022,0,71.5569,44.5255,0,37.0117,3026.73,6404.37,277.488,191.056,3000.69,282.453,30.7945,162.025,0,0,0,22.9855,1962.72,390.043,1708.79,0,215.027,710.351,391.834,79.0423,744.726,77.5951,0,68.1695,637.634,111.629,0,73.1568,1785.18,2199.05,1295.49,1607.7,249.473,1802.55,198.351,91.0769,0,148.398,255.555,692.5,43.1581,105.777,3319.98,69.2692,35.3431,247.328,445.442,0,3350.71,2523.65,635.57,1950.06,849.815,29.3501,93.9184,101.042,0,728.571,4748.72,0,337.251,73.8052,22.0141,16.1028,1069.71,162.101,268.339,3348.17,0,493.54,212.347,115.335,2173.76,107.483
"C4 carnitine",386.108,655.769,392.712,1268.94,307.25,25.7968,3677.68,61.99,2062.87,130.113,230.004,1283.95,462.507,993.769,579.231,206.354,796.917,1102.45,63.6152,2441.17,20.49,90.8948,502.088,74.7542,0,2250.1,51.2541,88.5379,837.524,0,0,302.449,392.255,424.087,41.1351,0,121.527,364.186,0,135.404,59.1371,503.988,731.618,122.086,94.5882,429.103,209.706,3354.19,44.1514,441.532,693.472,4309.38,19.1073,662.367,432.789,145.365,293.467,4598.7,44.8222,2321.87,2813.52,345.615,680.471,0,109.5,53.5113,2325.87,58.0173,1855.9,44.0441,421.076,654.167,456.227,640.334,103.226,673.415,174.728,1719.36,1820.76,466.648,143.485,408.273,2131.47,316.599,90.0133,22.3607,73.7292,71.9086,19.8277,55.8895,2263.23,7787.88,395.838,200.438,1272.27,241.659,50.974,269.819,0,0,22.3142,40.6665,1166.49,636.953,1539.86,0,210.041,578.173,339.51,164.045,752.151,123.235,0,124.419,341.038,181.323,31.6856,80.8893,898.407,1716.96,980.696,1163.25,124.59,930.832,90.008,75.2612,0,215.637,109.975,878.744,48.8086,89.6005,2333.46,60.7473,45.4333,82.9238,514.521,0,1321.51,1319.14,341.946,466.562,633.536,60.628,205.39,216.176,0,2742.32,3149.47,0,203.151,42.9032,0,35.6225,1182.95,213.688,326.905,1084.91,0,265.121,147.015,67.0984,521.618,113.966
"C42:0 TAG",111.5853,100.8382,205.5195,401.862,47.88835,13.5068,808.4145,15.38585,500.9385,66.66985,181.39525,805.6875,84.7886,244.512,238.90305,74.51565,343.946,337.981,48.48945,530.81305,0,60.936,174.34145,34.62925,0,743.7995,21.77065,55.47425,364.013,0,0,77.462,227.54035,331.42,14.19605,0,25.229945,125.8878,0,59.7225,42.1593,177.234,342.2085,714.612,25.96925,522.1385,75.816,3479.62,22.31955,340.6235,469.0675,2888.975,11.85925,179.2125,184.3486,114.00065,186.6036,2997.425,21.9245,617.56305,1323.8255,203.43565,353.4825,0,74.6857,27.21335,460.153,0,625.638,12.80385,151.26025,75.156,189.6215,766.7605,44.6509,331.9202,0,679.331,531.655,333.213,27.28125,103.00005,421.3693,149.867,24.50685,0,39.3377,38.0746,0,57.06575,517.547,7321.67,161.2235,77.165,168.4461,82.58365,0,132.03865,0,0,0,0,376.562,191.8067,399.9035,0,83.2181,157.99005,80.3195,68.8645,317.3885,81.9907,0,39.20145,64.59155,80.581,0,28.562,107.64135,528.17,440.338,269.77665,52.6432,162.8521,17.90225,56.98115,0,121.18825,26.06805,850.7375,49.58015,16.6049,622.08005,56.1877,17.4048,19.5626,679.7535,0,208.7473,104.94155,120.70925,99.0205,202.64585,96.12815,110.79065,249.7235,0,1034.2985,407.10475,7.47975,108.3422,17.7614,6.8661,31.5589,205.86445,106.056,253.285,120.9836,0,70.28305,68.02365,159.577,59.5769,65.38245
"C44:0 TAG",34.9726,0,75.7969,30.7556,0,0,15.3967,0,82.8471,195.072,46.8592,231.256,0,22.5601,0,0,0,54.7684,0,14.5178,68.7406,0,0,0,0,182.538,0,0,40.947,0,18.8043,0,0,0,8.96661,0,0,0,23.0617,0,0,72.46,54.3027,317.308,0,757.466,0,2322,0,111.424,337.841,102.922,0,0,55.5969,0,26.4707,870.606,0,0,630.369,21.936,0,0,56.2301,90.041,20.1603,0,133.811,0,19.8011,0,0,166.513,0,0,0,55.9377,0,16.4811,0,42.1317,0,0,19.4035,0,183.804,0,28.6625,33.013,189.414,3664.81,0,0,34.9147,0,0,32.6216,0,54.0987,0,0,17.2793,0,0,0,0,0,0,0,47.7069,37.5263,0,0,0,0,0,0,28.2054,0,112.503,17.1318,13.7849,0,114.761,47.8427,0,46.3718,0,982.645,0,0,14.7925,0,0,0,481.901,0,17.1266,21.4325,20.5112,0,0,0,0,33.3173,0,15.583,11.7063,0,43.7436,0,18.4158,0,0,0,24.3208,26.0592,29.2315,0,0,18.0326,0,23.5658
"C44:0 TAG*",0,0,32.5703,0,0,0,0,0,20.8357,0,21.5972,487.696,0,0,0,0,0,0,0,0,0,30.4517,58.7655,0,0,27.7751,0,0,0,0,0,188.644,0,218.044,16.6548,0,0,23.7111,0,0,0,13.1019,0,287.341,0,172.66,149.628,5080.96,0,0,51.9042,787.214,0,370.975,0,0,0,4159.31,0,40.3599,89.0545,0,461.827,0,33.9872,31.0346,0,0,0,0,36.2442,16.0918,466.037,18.7113,0,0,0,0,0,0,0,0,0,0,0,0,71.0791,0,0,0,60.2875,10860.2,0,0,0,33.2467,0,0,0,0,0,0,0,0,0,0,19.8701,0,0,0,175.058,0,0,0,0,0,0,70.6282,0,0,0,0,0,28.6936,0,0,0,28.0672,0,34.7436,0,45.8171,0,0,0,0,174.397,0,16.766,0,0,0,35.9282,0,55.2461,0,0,0.0472414,0,17.7985,0,0,0,0,19.1747,11.6553,0,0,0,27.8743,0,46.4676,30.18,0
"C44:1 TAG",181.07445,126.6975,7.67065,47.573,116.1125,102.60325,345.1515,170.4555,132.53,124.1498,94.60625,232.149,109.424,1373.29,8.5043,22.5916,17.03355,64.998,23.94165,9.4545,4.492575,104.99,23.9315,53.254,77.9155,32.66295,57.1635,12.4638,195.157,2.880665,16.1932,48.86315,18.8725,63.683,8.9661,34.8802,180.5745,26.9549,109.1475,36.0947,20.05185,10.07705,0,163.001,9.8081,34.55975,68.56585,1800.4065,159.4815,39.5147,12.52055,114.67805,43.08835,109.884,30.46625,56.18,116.235,1139.33145,116.7259,72.6252,57.36055,0,114.0952,184.6,19.1986,23.4687,111.4385,303.844,37.4268,34.2005,11.803215,118.7035,123.692,36.4388,76.09915,3.80371,65.242,0,147.43215,39.326,85.6745,19.6976,0,637.31,32.76485,9.64035,0,23.50335,25.7823,22.4969,24.23285,3114.3103,0,24.70615,13.68085,32.233405,132.60305,27.85185,33.3797,224.8455,15.5499,29.6313,124.783,0,28.98755,0,70.294,189.427,35.62935,209.8555,46.12412,26.69015,79.2165,10.07265,16.06305,95.4186,547.285,277.6365,13.2888,0,118.626,27.0671,25.4488,32.9728,108.337,216.75045,65.1585,478.0305,19.74145,217.82915,70.4525,4.869215,86.068,31.87855,120.7905,137.4035,172.036,326.394,157.089,21.4229,18.4361,11.75585,172.3985,4.67044,96.9085,93.3365,212.732,75.2435,149.8915,10.42825,106.79465,73.888,108.7905,42.3283,259.633,12.8786,28.403,112.5425,228.72535,25.85245,78.7025,50.5773,119.6891,47.41425
"C46:0 TAG",372.631,4760.43,2675.13,145.896,338.366,0,14.6226,182.8,25.4089,928.402,611.184,280.116,66.8449,241.333,80.0619,300.569,14.7215,12.8472,285.235,123.363,95.8311,1816.88,97.1945,139.46,87.1972,851.653,479.739,407.423,53.2909,29.6145,3.92456,28.075,88.757,43.1893,895.512,768.187,27.4056,2009.18,12.6599,159.422,187.095,331.398,100.234,6600.91,650.867,1583.95,7.13839,1285.13,679.65,321.705,278.442,242.255,138.014,2978.76,1868.77,823.344,935.489,0,1129.26,637.439,2443.58,142.519,11588.5,8.27591,159.05,2438.05,143.456,8.48991,389.073,9396.56,440.1,373.649,111.102,353.688,569.642,27.7516,22.0113,32.2814,11271.3,103.533,900.769,83.7701,112.95,12.9674,4945.59,1273.07,19.7924,846.71,184.978,7482.94,202.366,57.2774,162.528,667.305,65.8067,2965.59,28.1757,11.4212,13.121,0,11.3987,1998.76,61.3798,78.2286,27.5963,34.5229,189.086,71.734,0,271.144,741.593,484.151,2574.76,2277.59,7.57445,1603.78,363.871,115.302,58.3826,709.139,66.8901,58.0117,125.453,57.0926,4045.33,1599.21,0,445.049,147.744,33.7396,55.8534,39.3121,90.624,218.237,4756.54,311.808,413.619,9.11453,212.412,514.335,125.215,35.6372,244.907,11.7166,63.1121,80.3523,6902.72,125.369,269.819,952.251,409.107,7119.56,5559.6,409.528,37.8567,532.953,198.569,768.335,69.9242,88.2808,449.537,468.409,125.097,49.966
"C46:0 TAG*",31.5278,487.625,20.4815,47.7683,36.073,10.1261,17.8093,33.7013,92.1223,7.96561,26.4076,77.5946,39.3866,13.1454,200.332,339.083,24.7032,56.2231,66.3441,87.4174,22.7692,162.632,26.2493,31.2631,46.9101,160.383,336.583,44.0906,606.583,172.876,8.77237,18.956,47.1884,20.3838,9.96265,16.4903,613.899,129.739,66.2826,48.1061,54.4068,75.9869,52.0538,2724.53,79.4445,559.823,666.07,23.276,47.7705,35.832,1823.36,28.5603,46.3383,24.0636,17.173,4817.36,26.4771,27.2689,149.789,181.143,194.455,65.9084,28.516,29.3104,17.9068,9.81575,668.966,25.7157,81.9944,2500.65,3748.91,141.941,6.28157,50.6833,231.211,308.578,25.6092,35.7063,9544.65,39.0769,153.764,21.1004,338.438,62.763,63004.9,83.1219,19.4893,158.919,227.639,315.444,27.2448,59.9629,38.9884,466.135,47.398,62.5174,14.4713,45.5495,21.2683,20.7479,79.2188,10328.6,1069.26,149.696,35.51,109.87,61.7202,49.7086,5.32558,117.078,19.5067,174.593,53.9544,908.74,31.1856,418.786,5487.83,54.0323,24.3151,61.8838,20.6666,191.679,980.886,262.082,3857.72,823.282,6.35193,53.2356,942.475,64.2601,674.632,26.3919,63.6734,79.9205,23.3404,7156.04,9081.76,22.2359,58.616,57.6478,302.966,100.258,726.011,49.5381,44.8339,21.2263,2533.91,21.5335,108.625,790.253,90.8836,2329.87,1916.85,51.2457,24.1588,33.1299,66.5769,4113.6,206.765,32.4804,45.2288,79.8256,117.058,820.711
"C46:1 TAG",1216.43,502.266,1919.81,323.669,1383.4,81691.6,2276.82,3406.4,1083.01,690.281,859.651,639.961,2720.03,1881.6,744.179,546.086,2466.55,808.7,4605.7,1627.05,214.967,6156.41,5904,4114.02,1507.43,1848.13,9161.15,415.811,3949.96,2969.36,976.817,1351.05,1533.97,7997.91,1664.22,12898.1,191894,3724.55,69689.8,15166.1,894.703,1732.33,5837.02,1501.19,2292.23,6388.31,13648.2,1500.85,2042.51,4482.36,1274.41,571.869,703.721,25110.4,4756,7120.41,1786.47,12776.8,1758.31,2469.82,4868.29,934.312,10205.4,76023.1,4386.97,8426.99,4062.87,14045.8,977.672,3149.65,2563.29,570.362,5394.02,1709.96,1229.1,127528,690.498,480.143,883.765,1855.01,1366.51,2049.47,1868.72,6181.14,3530.63,5192.67,15105,1559.47,4294.25,1212.34,1250.66,734.634,1039.8,873.845,7085.87,2180.28,2459.39,60975.8,2563.95,10762.4,33754.6,2296.8,1598.86,1597,3086.95,2405.71,2410.67,11362.1,2499.13,1004.87,1204.35,3140.1,8479.21,1654.87,1291.06,1088.47,15234.2,2202.86,487.688,4331.33,1484.91,482.639,1327.2,519.578,1150.09,3934.06,2763.16,2612.4,1166.68,17471,453.654,1136.34,573.395,432.013,7634.95,11312.8,795.769,31493.2,587.915,2732.15,71999.8,706.563,7650.15,2568.64,2163.59,781.833,477.96,978.237,697.199,929.047,1032.7,1426.18,1017.54,3623.6,2112.82,3200.57,2014.4,786.252,2964.2,646.318,678.864,5382.94,533.731,2403.35
"C46:1 TAG*",0,152.46,0,142.935,0,0,0,23.735,0,0,7.94991,0,114.546,47.2886,4.84936,0,0,0,0,0,0,5.187,91.1864,0,12.2353,0,0,2.94226,0,0,0,584.374,230.22,79.3887,0,83.4625,108.09,4.10769,20.4745,10.7877,0,0,7.54272,19.9122,5.88623,0,33.9543,0,0,7.09926,0,3.8422,0,160.401,0,4.04569,0,225.824,0,4.03328,0,18.8016,66.8217,13.3986,21.5573,0,0,12.9364,0,0,0,0,210.187,0,0,0,8.61627,9.72947,213.716,22.4946,151.569,47.1039,154.057,47.8581,0,184.319,30.3975,198.703,497.645,129.903,49.9052,44.7053,30.8113,74.7055,101.638,33.6375,36.4563,0,0,13.6119,47.4835,588.206,0,11.915,144.474,41.275,276.284,286.042,0,27.4303,118.536,70.7995,7.58831,94.2874,14.7945,204.535,68.208,17.9679,37.4737,9.18383,0,7.20894,0,0,0,0,7.65731,8.17691,6.51086,12.4184,0,140.22,3.74995,12.4724,0,0,0,9.65454,0,0,0,3.99586,7.5536,7.02674,0,0,12.3445,3.69856,7.79266,0,7.92915,6.76049,0,0,4.84962,0,9.88836,0,0,17.4365,15.8552,8.27856,0,0
"C46:2 TAG",22.162,274.862,327.807,267.64,0,0,66.4396,0,313.263,14.0662,983.762,21.3156,304.592,392.361,0,257.077,393.291,116.851,0,0,0,37.5575,0,32.2532,0,0,1019.71,27.1361,12.6811,18.4573,0,0,111.667,0,0,0,0,107.887,0,29.4959,0,0,34.1191,76.5739,539.946,60.1721,0,49.2333,155.323,803.133,1364.3,49.9754,55.5959,0,60.4492,0,0,0,366.684,165.045,0,0,0,0,0,17.8088,37.1837,0,917.711,713.953,8432.74,50.0495,0,0,84.8895,43.3872,0,115.322,432.074,768.202,77.0028,189.391,9099.66,25.8074,0,272.67,0,195.576,31.3586,46.8795,280.685,65.0522,66.7575,56.2346,0,0,105.577,93.0734,0,55.9093,34.6981,0,77.3819,0,551.266,0,118.832,56.362,230.881,40.2546,69.6079,42.0142,0,177.57,0,50.7717,0,0,87.3296,155.017,0,284.566,1130.7,0,636.499,608.36,203.2,0,649.324,0,69.0591,0,206.664,0,0,226.823,110.562,0,107.256,0,0,42.4515,42.6977,0,42.0358,140.673,1679.31,252.237,818.232,13.8245,0,1100.66,522.395,1343.31,812.342,7.9714,0,0,0,1251.48,22.2666,15.7296,1061.73,770.488
"C46:2 TAG*",12199.5,119.465,989.907,108.009,2179.33,3685.36,194.033,194.113,2520.63,1517.83,8615.15,4621.68,526.862,3205.51,5548.42,89.5471,4386.29,429.248,6473.66,152.936,359.628,860.216,2801.94,7331.21,3314.05,2319.34,987.269,7930.53,468.084,1385.4,1073.11,7234.68,94.9144,7440.12,5653.39,1983.49,114.272,2222.22,1078.07,10396.7,4344,6654.41,3903.66,128.923,90.8779,80.1826,5219.22,3160.83,14658.8,4149.55,1783.84,9492.58,11995.7,5755.89,2891.57,9412.3,4328.88,4631.69,773.59,10230.9,4582.5,3485.21,3081.88,5721.35,577.531,12962.9,2934.2,4387.61,2739.79,118.127,7676.78,8398.46,3582.24,7231.66,70.8879,8563.17,1354.8,3623.4,52.3567,4339.22,159.201,1272.89,725.807,6547.6,537.354,5200.55,2761.57,57.6531,6150.62,2312.21,1872.08,3038.29,8634.64,189.768,2051.02,2222.62,3909.14,3609.61,1365.5,15977.7,1645.39,8941.43,2123.58,8868.33,11591.9,3901.32,10346.7,3070.02,3250.56,84.9383,5900.11,30.7714,734.344,68.4505,174.654,206.682,517.28,5685.6,43.8778,358.052,147.754,2410.95,633.954,136.505,66.8865,69.9354,10001.8,203.619,4921.92,5543.19,109.665,7616.32,5942.48,3075.74,6293.41,1852.76,131.861,1381.73,373.686,96.5238,2194.95,1860.67,770.202,7769.48,4737.09,7831.17,156.611,1909.85,107.695,1867.68,3046.55,420.62,51.6651,149.639,98.1416,10145.3,3514.39,35.1843,83.6212,2187.08,7349.42,2544.7,3284.8,2620.19
"C48:0 TAG",6458.45,9817.1,24272.5,3455.29,6105.21,66029.1,18504.7,5632.41,4991.57,3681.75,17010.9,6918.63,30146.7,6442.36,17101,5219.38,12114.1,13029.9,25859.3,2783.58,18166.4,17079.6,45599,18843.9,15246.5,13644,4703.87,4767.6,23251.7,70770.9,2673.21,30148.3,5109.97,44684.3,24163.9,53208,34922.7,28704.4,62556,7284.78,4630.93,14593.6,10853.2,9027.08,6883.43,18370.7,40612.6,6441.65,12923.9,12534.9,6188.53,26339.9,3938.3,54438.3,10596.3,1051.8,7756,63422.3,3773.25,29076,3113.82,7931.1,58534.4,50971.7,2999.11,21678.8,8496.04,94243.4,22609.7,2223.33,20110.9,6243.21,57306.3,9282.96,7375.21,18349.1,2954.28,9837.6,35133.1,15630.1,5993.98,4086.94,7287.52,20921.5,18449.2,10986.6,1402.95,7502.38,11575.2,16760.3,4440.82,2142.61,2378.87,2318.54,7344.37,11899.8,6964.98,21730.5,14225.2,67689.6,32122.7,8940.24,1974.34,19285.1,7089.87,65478,32124.1,55518.4,28053.6,5109.52,10989.7,3664.95,34209.8,1618.65,19913.2,10864.3,2774.37,11510.3,8955.79,2674.87,5146.28,13514.5,8436.07,13763.4,10859.1,31248.3,17447.2,15779.3,14992.5,27340.8,9748.03,15638.8,6984.51,2507,31405.3,12394.4,29950.2,57360.8,6623.96,24774.8,25593.3,5134.08,11363.5,9336.77,25328.5,11256.4,8467.72,10564.8,18353.9,22354.3,7659.35,21248,21335.4,8761.88,28078.2,5852.19,9202.85,14892.3,44484.2,4498.24,15910.5,45424.3,15655.6,9099.24
"C48:0 TAG*",222.61,4181.75,741.898,3514.5,142.965,179.297,12531.1,5553.69,1909.14,499.202,812.419,383.209,6527.98,4682.46,243.582,37.9559,382.681,1421.71,603.123,272.078,236.492,494.763,375.686,373.823,1182.89,161.759,169.09,308.818,1227.8,1224.77,597.298,347.296,7492.43,423.272,168.294,1999.29,10948.4,187.056,6346.89,2119.98,145.938,150.072,8165.85,337.155,730.291,738.79,2407.55,117.977,250.263,1598.29,128.328,3705.14,194.458,924.832,4324.23,145.485,154.923,3073.99,44.8261,289.783,208.443,406.671,663.055,2781.94,181.204,521.803,280.199,2166.33,225.391,541.301,260.329,197.994,310.806,307.658,113.32,2600.43,1260.29,196.392,6333.24,11707.5,8135.33,5119.37,5007.42,15459,6225.12,4883.75,5217.1,4965.51,3921.55,7376.55,4900.95,6342.25,7535.51,6699.55,4562.11,272.034,5858,710.331,14593.8,2885.3,388.922,6989.15,10603.5,4592.05,10926.3,4976.95,5908.34,11810,3277.65,7179.18,9779.29,6041.67,1196.88,7388.68,281.14,9000.52,8791.21,8519.76,6710.43,105.152,423.766,820.065,52.5185,669.959,613.426,94.0008,174.358,414.939,108.829,494.184,68.834,75.4902,172.416,42.0217,62.4764,262.492,144.248,972.881,239.209,295.781,582.391,334.09,154.186,124.951,130.978,210.183,209.333,306.035,249.235,310.496,187.541,360.493,510.352,234.749,872.985,112.07,49.3442,768.762,335.314,316.808,310.874,386.866,181.295,275.847
"C48:1 TAG",188.662,60.7007,166.309,234.892,58.8871,7375.2,20255.4,131.215,473.687,2923.5,3907.54,31.5119,389.021,90.8144,100.846,43.4019,212.883,143.051,6828.02,8.08356,10593.2,1261.4,13857.7,162.721,11427.9,151.121,20147.4,32.5638,34846.3,30651.3,33098.1,5286.15,1256.64,12932,2799.98,8424.16,18560.5,3853.18,11236.3,4618.26,13.7346,25.4933,159.575,225.953,56.0073,96.768,27795,888.273,63.1191,4829.99,45.2627,1142.99,73.515,9320.55,3055.05,44.8113,262.575,10833.4,24.9473,3228.73,269.595,52.83,6154.91,5919.14,128.687,14959.4,20.1542,14594.3,908.683,29.6445,18202.3,83.976,1420.68,603.29,340.738,19076.2,149.654,140.977,81.0614,1812.89,563.724,507.132,21738.1,32701.3,13754.9,3575.2,17890.4,554.677,180.824,474.945,140.21,47.5009,4171.09,165.669,180.449,9640.16,14874.9,10585.3,25680.2,13453.5,15536.7,756.208,14911.6,510.678,559.266,16886.7,1514.77,21508.6,25022.3,121.572,1534.25,199.186,18838.9,76.1065,4724.44,215.362,30236.5,199.517,546.388,19711.5,213.242,103.981,112.435,317.975,364.458,1027.98,130.261,38.5518,59.5041,21432.7,14.8987,9621.44,19.4031,41.2939,192.475,109.705,79.872,12261.1,345.032,1101.06,2730.3,41.3378,252.072,532.534,2055.27,37.6541,9.99837,170.231,96.4359,173.128,31.2939,63.9716,327.888,2630.49,505.448,221.731,428.279,109.225,8614.39,95.6073,111.04,6587.55,29.4834,724.002
